observed_at,window_start,window_end,brawler_id,mode_id,map_id,trophy_bucket,brawler_battles,brawler_wins,stratum_battles,stratum_slots,source_id
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,CROW,showdown,SkullCreek,mid,4959,2221,10619,106190,fixture-synthetic-v1
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,ELPRIMO,showdown,SkullCreek,mid,6432,2508,10619,106190,fixture-synthetic-v1
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,PIPER,showdown,SkullCreek,mid,4207,1681,10619,106190,fixture-synthetic-v1
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,SPIKE,showdown,SkullCreek,high,996,446,1576,15760,fixture-synthetic-v1
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,CROW,showdown,SkullCreek,high,786,352,1576,15760,fixture-synthetic-v1
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,ELPRIMO,showdown,SkullCreek,high,963,361,1576,15760,fixture-synthetic-v1
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,PIPER,showdown,SkullCreek,high,748,342,1576,15760,fixture-synthetic-v1
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,SPIKE,showdown,FeastOrFamine,low,3639,1420,5905,59050,fixture-synthetic-v1
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,CROW,showdown,FeastOrFamine,low,2920,1232,5905,59050,fixture-synthetic-v1
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,ELPRIMO,showdown,FeastOrFamine,low,2892,1117,5905,59050,fixture-synthetic-v1
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,PIPER,showdown,FeastOrFamine,low,2673,1055,5905,59050,fixture-synthetic-v1
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,SPIKE,showdown,FeastOrFamine,mid,5112,2092,7859,78590,fixture-synthetic-v1
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,CROW,showdown,FeastOrFamine,mid,3728,1596,7859,78590,fixture-synthetic-v1
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,ELPRIMO,showdown,FeastOrFamine,mid,4204,1609,7859,78590,fixture-synthetic-v1
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,PIPER,showdown,FeastOrFamine,mid,3744,1530,7859,78590,fixture-synthetic-v1
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,SPIKE,showdown,FeastOrFamine,high,684,302,1269,12690,fixture-synthetic-v1
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,CROW,showdown,FeastOrFamine,high,634,305,1269,12690,fixture-synthetic-v1
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,ELPRIMO,showdown,FeastOrFamine,high,670,250,1269,12690,fixture-synthetic-v1
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,PIPER,showdown,FeastOrFamine,high,557,235,1269,12690,fixture-synthetic-v1
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,SPIKE,showdown,RockwallBrawl,low,3765,1511,5995,59950,fixture-synthetic-v1
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,CROW,showdown,RockwallBrawl,low,3173,1382,5995,59950,fixture-synthetic-v1
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,ELPRIMO,showdown,RockwallBrawl,low,3272,1334,5995,59950,fixture-synthetic-v1
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,PIPER,showdown,RockwallBrawl,low,2562,1079,5995,59950,fixture-synthetic-v1
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,SPIKE,showdown,RockwallBrawl,mid,5978,2594,9695,96950,fixture-synthetic-v1
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,CROW,showdown,RockwallBrawl,mid,4807,2166,9695,96950,fixture-synthetic-v1
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,ELPRIMO,showdown,RockwallBrawl,mid,4940,1904,9695,96950,fixture-synthetic-v1
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,PIPER,showdown,RockwallBrawl,mid,4309,1763,9695,96950,fixture-synthetic-v1
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,SPIKE,showdown,RockwallBrawl,high,23,10,38,380,fixture-synthetic-v1
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,CROW,showdown,RockwallBrawl,high,19,9,38,380,fixture-synthetic-v1
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,ELPRIMO,showdown,RockwallBrawl,high,21,8,38,380,fixture-synthetic-v1
2026-07-08T00:00:00Z,2026-06-29T00:00:00Z,2026-07-06T00:00:00Z,PIPER,showdown,RockwallBrawl,high,17,10,38,380,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,SPIKE,brawlBall,BackyardBowl,low,1469,752,4445,26670,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,CROW,brawlBall,BackyardBowl,low,1388,645,4445,26670,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,ELPRIMO,brawlBall,BackyardBowl,low,1416,765,4445,26670,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,PIPER,brawlBall,BackyardBowl,low,1276,640,4445,26670,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,SPIKE,brawlBall,BackyardBowl,mid,3433,1817,9538,57228,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,CROW,brawlBall,BackyardBowl,mid,3056,1487,9538,57228,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,ELPRIMO,brawlBall,BackyardBowl,mid,3483,1869,9538,57228,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,PIPER,brawlBall,BackyardBowl,mid,2495,1227,9538,57228,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,SPIKE,brawlBall,BackyardBowl,high,633,352,1630,9780,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,CROW,brawlBall,BackyardBowl,high,514,261,1630,9780,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,ELPRIMO,brawlBall,BackyardBowl,high,574,282,1630,9780,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,PIPER,brawlBall,BackyardBowl,high,408,207,1630,9780,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,SPIKE,brawlBall,PinholePunt,low,1617,863,4540,27240,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,CROW,brawlBall,PinholePunt,low,1366,644,4540,27240,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,ELPRIMO,brawlBall,PinholePunt,low,1484,832,4540,27240,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,PIPER,brawlBall,PinholePunt,low,1302,678,4540,27240,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,SPIKE,brawlBall,PinholePunt,mid,3026,1664,8337,50022,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,CROW,brawlBall,PinholePunt,mid,2119,1037,8337,50022,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,ELPRIMO,brawlBall,PinholePunt,mid,2930,1665,8337,50022,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,PIPER,brawlBall,PinholePunt,mid,2038,1017,8337,50022,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,SPIKE,brawlBall,PinholePunt,high,432,254,1171,7026,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,CROW,brawlBall,PinholePunt,high,352,159,1171,7026,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,ELPRIMO,brawlBall,PinholePunt,high,344,164,1171,7026,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,PIPER,brawlBall,PinholePunt,high,337,173,1171,7026,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,SPIKE,brawlBall,SneakySneak,low,1848,934,5178,31068,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,CROW,brawlBall,SneakySneak,low,1544,701,5178,31068,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,ELPRIMO,brawlBall,SneakySneak,low,1813,1029,5178,31068,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,PIPER,brawlBall,SneakySneak,low,1491,729,5178,31068,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,SPIKE,brawlBall,SneakySneak,mid,3193,1679,7862,47172,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,CROW,brawlBall,SneakySneak,mid,2294,1079,7862,47172,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,ELPRIMO,brawlBall,SneakySneak,mid,2329,1243,7862,47172,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,PIPER,brawlBall,SneakySneak,mid,1850,877,7862,47172,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,SPIKE,brawlBall,SneakySneak,high,497,268,1256,7536,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,CROW,brawlBall,SneakySneak,high,349,173,1256,7536,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,ELPRIMO,brawlBall,SneakySneak,high,386,195,1256,7536,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,PIPER,brawlBall,SneakySneak,high,296,147,1256,7536,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,SPIKE,gemGrab,HardRockMine,low,1845,1024,5182,31092,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,CROW,gemGrab,HardRockMine,low,1333,685,5182,31092,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,ELPRIMO,gemGrab,HardRockMine,low,1877,988,5182,31092,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,PIPER,gemGrab,HardRockMine,low,1412,783,5182,31092,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,SPIKE,gemGrab,HardRockMine,mid,3825,2180,9442,56652,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,CROW,gemGrab,HardRockMine,mid,2560,1340,9442,56652,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,ELPRIMO,gemGrab,HardRockMine,mid,3071,1539,9442,56652,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,PIPER,gemGrab,HardRockMine,mid,2173,1169,9442,56652,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,SPIKE,gemGrab,HardRockMine,high,529,313,1354,8124,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,CROW,gemGrab,HardRockMine,high,351,195,1354,8124,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,ELPRIMO,gemGrab,HardRockMine,high,453,228,1354,8124,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,PIPER,gemGrab,HardRockMine,high,354,178,1354,8124,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,SPIKE,gemGrab,DoubleSwoosh,low,1899,1027,5809,34854,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,CROW,gemGrab,DoubleSwoosh,low,1656,819,5809,34854,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,ELPRIMO,gemGrab,DoubleSwoosh,low,2046,1024,5809,34854,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,PIPER,gemGrab,DoubleSwoosh,low,1496,753,5809,34854,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,SPIKE,gemGrab,DoubleSwoosh,mid,2833,1580,8438,50628,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,CROW,gemGrab,DoubleSwoosh,mid,2245,1151,8438,50628,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,ELPRIMO,gemGrab,DoubleSwoosh,mid,2894,1419,8438,50628,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,PIPER,gemGrab,DoubleSwoosh,mid,2002,1018,8438,50628,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,SPIKE,gemGrab,DoubleSwoosh,high,398,228,1173,7038,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,CROW,gemGrab,DoubleSwoosh,high,298,163,1173,7038,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,ELPRIMO,gemGrab,DoubleSwoosh,high,418,190,1173,7038,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,PIPER,gemGrab,DoubleSwoosh,high,330,165,1173,7038,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,SPIKE,gemGrab,UndermineGG,low,2056,1127,5073,30438,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,CROW,gemGrab,UndermineGG,low,1500,751,5073,30438,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,ELPRIMO,gemGrab,UndermineGG,low,1572,793,5073,30438,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,PIPER,gemGrab,UndermineGG,low,1417,740,5073,30438,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,SPIKE,gemGrab,UndermineGG,mid,3935,2193,9865,59190,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,CROW,gemGrab,UndermineGG,mid,2852,1482,9865,59190,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,ELPRIMO,gemGrab,UndermineGG,mid,2891,1442,9865,59190,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,PIPER,gemGrab,UndermineGG,mid,2739,1382,9865,59190,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,SPIKE,gemGrab,UndermineGG,high,429,241,1260,7560,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,CROW,gemGrab,UndermineGG,high,387,219,1260,7560,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,ELPRIMO,gemGrab,UndermineGG,high,399,185,1260,7560,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,PIPER,gemGrab,UndermineGG,high,347,193,1260,7560,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,SPIKE,showdown,SkullCreek,low,3404,1388,5160,51600,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,CROW,showdown,SkullCreek,low,2345,1046,5160,51600,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,ELPRIMO,showdown,SkullCreek,low,2900,1191,5160,51600,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,PIPER,showdown,SkullCreek,low,2221,944,5160,51600,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,SPIKE,showdown,SkullCreek,mid,4933,2120,7777,77770,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,CROW,showdown,SkullCreek,mid,3524,1631,7777,77770,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,ELPRIMO,showdown,SkullCreek,mid,4551,1815,7777,77770,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,PIPER,showdown,SkullCreek,mid,3039,1315,7777,77770,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,SPIKE,showdown,SkullCreek,high,1027,463,1586,15860,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,CROW,showdown,SkullCreek,high,688,314,1586,15860,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,ELPRIMO,showdown,SkullCreek,high,908,327,1586,15860,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,PIPER,showdown,SkullCreek,high,696,283,1586,15860,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,SPIKE,showdown,FeastOrFamine,low,2634,1043,4867,48670,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,CROW,showdown,FeastOrFamine,low,2242,997,4867,48670,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,ELPRIMO,showdown,FeastOrFamine,low,2626,1014,4867,48670,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,PIPER,showdown,FeastOrFamine,low,2123,820,4867,48670,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,SPIKE,showdown,FeastOrFamine,mid,5699,2327,8954,89540,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,CROW,showdown,FeastOrFamine,mid,4708,2085,8954,89540,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,ELPRIMO,showdown,FeastOrFamine,mid,5041,1903,8954,89540,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,PIPER,showdown,FeastOrFamine,mid,3552,1416,8954,89540,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,SPIKE,showdown,FeastOrFamine,high,982,407,1650,16500,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,CROW,showdown,FeastOrFamine,high,795,347,1650,16500,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,ELPRIMO,showdown,FeastOrFamine,high,1003,370,1650,16500,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,PIPER,showdown,FeastOrFamine,high,629,245,1650,16500,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,SPIKE,showdown,RockwallBrawl,low,2886,1199,4739,47390,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,CROW,showdown,RockwallBrawl,low,2271,986,4739,47390,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,ELPRIMO,showdown,RockwallBrawl,low,2590,1069,4739,47390,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,PIPER,showdown,RockwallBrawl,low,1976,849,4739,47390,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,SPIKE,showdown,RockwallBrawl,mid,5340,2247,8278,82780,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,CROW,showdown,RockwallBrawl,mid,3893,1745,8278,82780,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,ELPRIMO,showdown,RockwallBrawl,mid,4355,1658,8278,82780,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,PIPER,showdown,RockwallBrawl,mid,3145,1355,8278,82780,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,SPIKE,showdown,RockwallBrawl,high,42,16,64,640,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,CROW,showdown,RockwallBrawl,high,33,13,64,640,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,ELPRIMO,showdown,RockwallBrawl,high,35,13,64,640,fixture-synthetic-v1
2026-07-15T00:00:00Z,2026-07-06T00:00:00Z,2026-07-13T00:00:00Z,PIPER,showdown,RockwallBrawl,high,27,12,64,640,fixture-synthetic-v1
2026-07-22T00:00:00Z,2026-07-13T00:00:00Z,2026-07-20T00:00:00Z,SPIKE,brawlBall,BackyardBowl,low,2065,1037,5201,31206,fixture-synthetic-v1
2026-07-22T00:00:00Z,2026-07-13T00:00:00Z,2026-07-20T00:00:00Z,CROW,brawlBall,BackyardBowl,low,1584,763,5201,31206,fixture-synthetic-v1
2026-07-22T00:00:00Z,2026-07-13T00:00:00Z,2026-07-20T00:00:00Z,ELPRIMO,brawlBall,BackyardBowl,low,1751,973,5201,31206,fixture-synthetic-v1
2026-07-22T00:00:00Z,2026-07-13T00:00:00Z,2026-07-20T00:00:00Z,PIPER,brawlBall,BackyardBowl,low,1405,710,5201,31206,fixture-synthetic-v1
2026-07-22T00:00:00Z,2026-07-13T00:00:00Z,2026-07-20T00:00:00Z,SPIKE,brawlBall,BackyardBowl,mid,3190,1621,9140,54840,fixture-synthetic-v1
2026-07-22T00:00:00Z,2026-07-13T00:00:00Z,2026-07-20T00:00:00Z,CROW,brawlBall,BackyardBowl,mid,2432,1130,9140,54840,fixture-synthetic-v1
2026-07-22T00:00:00Z,2026-07-13T00:00:00Z,2026-07-20T00:00:00Z,ELPRIMO,brawlBall,BackyardBowl,mid,2736,1497,9140,54840,fixture-synthetic-v1
2026-07-22T00:00:00Z,2026-07-13T00:00:00Z,2026-07-20T00:00:00Z,PIPER,brawlBall,BackyardBowl,mid,2380,1177,9140,54840,fixture-synthetic-v1
2026-07-22T00:00:00Z,2026-07-13T00:00:00Z,2026-07-20T00:00:00Z,SPIKE,brawlBall,BackyardBowl,high,543,297,1597,9582,fixture-synthetic-v1
2026-07-22T00:00:00Z,2026-07-13T00:00:00Z,2026-07-20T00:00:00Z,CROW,brawlBall,BackyardBowl,high,404,207,1597,9582,fixture-synthetic-v1
2026-07-22T00:00:00Z,2026-07-13T00:00:00Z,2026-07-20T00:00:00Z,ELPRIMO,brawlBall,BackyardBowl,high,535,269,1597,9582,fixture-synthetic-v1
2026-07-22T00:00:00Z,2026-07-13T00:00:00Z,2026-07-20T00:00:00Z,PIPER,brawlBall,BackyardBowl,high,418,223,1597,9582,fixture-synthetic-v1
2026-07-22T00:00:00Z,2026-07-13T00:00:00Z,2026-07-20T00:00:00Z,SPIKE,brawlBall,PinholePunt,low,1930,1005,5068,30408,fixture-synthetic-v1
2026-07-22T00:00:00Z,2026-07-13T00:00:00Z,2026-07-20T00:00:00Z,CROW,brawlBall,PinholePunt,low,1360,661,5068,30408,fixture-synthetic-v1
2026-07-22T00:00:00Z,2026-07-13T00:00:00Z,2026-07-20T00:00:00Z,ELPRIMO,brawlBall,PinholePunt,low,1491,873,5068,30408,fixture-synthetic-v1
2026-07-22T00:00:00Z,2026-07-13T00:00:00Z,2026-07-20T00:00:00Z,PIPER,brawlBall,PinholePunt,low,1283,639,5068,30408,fixture-synthetic-v1
2026-07-22T00:00:00Z,2026-07-13T00:00:00Z,2026-07-20T00:00:00Z,SPIKE,brawlBall,PinholePunt,mid,3167,1713,8389,50334,fixture-synthetic-v1
